Destination,Transit Time,Transporter
84652,2,UPS
85006,2,UPS
85054,2,UPS
85618,2,UPS
85713,2,UPS
85755,2,UPS
85939,2,UPS
86402,2,UPS
88529,2,UPS
88905,2,UPS
89037,2,UPS
89039,2,UPS
89113,2,UPS
89439,2,UPS
89833,2,UPS
93639,2,UPS
93652,2,UPS
94131,2,UPS
94263,2,UPS
94519,2,UPS
94946,2,UPS
94960,2,UPS
95013,2,UPS
95063,2,UPS
95077,2,UPS
95257,2,UPS
95312,2,UPS
95377,2,UPS
95422,2,UPS
95481,2,UPS
95488,2,UPS
95552,2,UPS
95618,2,UPS
95636,2,UPS
95832,2,UPS
95903,2,UPS
95928,2,UPS
95982,2,UPS
96001,2,UPS
96061,2,UPS
96092,2,UPS
93747,2,UPS
93912,2,UPS
94111,2,UPS
94114,2,UPS
94159,2,UPS
94177,2,UPS
94258,2,UPS
94278,2,UPS
94522,2,UPS
94526,2,UPS
94608,2,UPS
94666,2,UPS
94808,2,UPS
94927,2,UPS
94938,2,UPS
94955,2,UPS
94999,2,UPS
95031,2,UPS
95067,2,UPS
95139,2,UPS
95155,2,UPS
95213,2,UPS
95301,2,UPS
95333,2,UPS
95344,2,UPS
95448,2,UPS
95521,2,UPS
95567,2,UPS
95646,2,UPS
95684,2,UPS
95701,2,UPS
95741,2,UPS
95828,2,UPS
95960,2,UPS
96039,2,UPS
96079,2,UPS
96095,2,UPS
89025,2,UPS
89109,2,UPS
89133,2,UPS
89315,2,UPS
89412,2,UPS
89509,2,UPS
84037,2,UPS
84069,2,UPS
84082,2,UPS
84113,2,UPS
84309,2,UPS
84338,2,UPS
84402,2,UPS
84757,2,UPS
85034,2,UPS
85041,2,UPS
85053,2,UPS
85061,2,UPS
85373,2,UPS
83327,2,UPS
83440,2,UPS
88523,2,UPS
88526,2,UPS
88546,2,UPS
89041,2,UPS
89185,2,UPS
93668,2,UPS
93740,2,UPS
93906,2,UPS
93943,2,UPS
94019,2,UPS
94119,2,UPS
94205,2,UPS
94291,2,UPS
94529,2,UPS
94597,2,UPS
94606,2,UPS
94710,2,UPS
94937,2,UPS
94942,2,UPS
95018,2,UPS
95120,2,UPS
95159,2,UPS
95325,2,UPS
95401,2,UPS
95409,2,UPS
95444,2,UPS
95465,2,UPS
95487,2,UPS
95570,2,UPS
95697,2,UPS
95825,2,UPS
96038,2,UPS
96052,2,UPS
96062,2,UPS
84018,2,UPS
84055,2,UPS
84301,2,UPS
84337,2,UPS
84526,2,UPS
84539,2,UPS
84721,2,UPS
85023,2,UPS
85072,2,UPS
85127,2,UPS
85257,2,UPS
85306,2,UPS
85352,2,UPS
85617,2,UPS
86305,2,UPS
86322,2,UPS
86505,2,UPS
83244,2,UPS
83340,2,UPS
89444,2,UPS
89449,2,UPS
89451,2,UPS
89452,2,UPS
89721,2,UPS
88558,2,UPS
89140,2,UPS
89157,2,UPS
83220,2,UPS
83281,2,UPS
83283,2,UPS
83349,2,UPS
84034,2,UPS
84126,2,UPS
84148,2,UPS
84335,2,UPS
84528,2,UPS
84712,2,UPS
84723,2,UPS
84764,2,UPS
85002,2,UPS
85005,2,UPS
85260,2,UPS
85653,2,UPS
85744,2,UPS
85912,2,UPS
85936,2,UPS
85938,2,UPS
86035,2,UPS
93621,2,UPS
93771,2,UPS
94122,2,UPS
94163,2,UPS
94580,2,UPS
94912,2,UPS
95009,2,UPS
95136,2,UPS
95230,2,UPS
95385,2,UPS
95601,2,UPS
95672,2,UPS
95759,2,UPS
95814,2,UPS
95834,2,UPS
95918,2,UPS
95927,2,UPS
96047,2,UPS
79940,2,UPS
79943,2,UPS
79961,2,UPS
93602,2,UPS
83202,2,UPS
83217,2,UPS
83427,2,UPS
84097,2,UPS
84103,2,UPS
84405,2,UPS
84644,2,UPS
84654,2,UPS
84733,2,UPS
84747,2,UPS
84754,2,UPS
85003,2,UPS
85213,2,UPS
85256,2,UPS
85269,2,UPS
85605,2,UPS
85704,2,UPS
86025,2,UPS
86340,2,UPS
86341,2,UPS
86515,2,UPS
88534,2,UPS
88585,2,UPS
89010,2,UPS
89032,2,UPS
93774,2,UPS
93902,2,UPS
94017,2,UPS
94023,2,UPS
94028,2,UPS
94531,2,UPS
94570,2,UPS
95019,2,UPS
95112,2,UPS
95141,2,UPS
95221,2,UPS
95340,2,UPS
95386,2,UPS
95387,2,UPS
95418,2,UPS
95437,2,UPS
95494,2,UPS
95610,2,UPS
95935,2,UPS
96093,2,UPS
83414,2,UPS
84014,2,UPS
84015,2,UPS
84076,2,UPS
84079,2,UPS
84108,2,UPS
84110,2,UPS
84152,2,UPS
84626,2,UPS
84774,2,UPS
84776,2,UPS
85042,2,UPS
85249,2,UPS
85382,2,UPS
85638,2,UPS
85716,2,UPS
86043,2,UPS
86342,2,UPS
86445,2,UPS
79941,2,UPS
89011,2,UPS
89015,2,UPS
89138,2,UPS
89146,2,UPS
89413,2,UPS
94118,2,UPS
94282,2,UPS
94542,2,UPS
95039,2,UPS
95042,2,UPS
95065,2,UPS
95173,2,UPS
95397,2,UPS
95421,2,UPS
95514,2,UPS
95548,2,UPS
95658,2,UPS
95678,2,UPS
95827,2,UPS
95958,2,UPS
96002,2,UPS
96016,2,UPS
79960,2,UPS
79976,2,UPS
88565,2,UPS
89003,2,UPS
89043,2,UPS
89158,2,UPS
89428,2,UPS
89506,2,UPS
89703,2,UPS
83245,2,UPS
83301,2,UPS
83312,2,UPS
83420,2,UPS
84031,2,UPS
84071,2,UPS
84133,2,UPS
84329,2,UPS
84414,2,UPS
84512,2,UPS
84631,2,UPS
85015,2,UPS
85190,2,UPS
85250,2,UPS
85327,2,UPS
85337,2,UPS
85342,2,UPS
85383,2,UPS
85388,2,UPS
85396,2,UPS
85603,2,UPS
85637,2,UPS
86017,2,UPS
86403,2,UPS
86431,2,UPS
86514,2,UPS
93640,2,UPS
93750,2,UPS
93955,2,UPS
94137,2,UPS
94302,2,UPS
94802,2,UPS
94807,2,UPS
95222,2,UPS
95255,2,UPS
95320,2,UPS
95431,2,UPS
95640,2,UPS
95670,2,UPS
95838,2,UPS
95963,2,UPS
95980,2,UPS
96031,2,UPS
96133,2,UPS
79954,2,UPS
83313,2,UPS
83314,2,UPS
83424,2,UPS
84035,2,UPS
84094,2,UPS
84330,2,UPS
84738,2,UPS
85013,2,UPS
85082,2,UPS
85132,2,UPS
85142,2,UPS
85281,2,UPS
85302,2,UPS
85334,2,UPS
85351,2,UPS
85619,2,UPS
85756,2,UPS
86022,2,UPS
86544,2,UPS
89021,2,UPS
93614,2,UPS
93708,2,UPS
93729,2,UPS
93773,2,UPS
94134,2,UPS
94517,2,UPS
94553,2,UPS
94555,2,UPS
94603,2,UPS
94970,2,UPS
95011,2,UPS
95125,2,UPS
95126,2,UPS
95190,2,UPS
95202,2,UPS
95419,2,UPS
95420,2,UPS
95606,2,UPS
95866,2,UPS
95987,2,UPS
96017,2,UPS
96050,2,UPS
96063,2,UPS
89067,2,UPS
89154,2,UPS
89162,2,UPS
89415,2,UPS
89448,2,UPS
89701,2,UPS
89713,2,UPS
84535,2,UPS
84750,2,UPS
84759,2,UPS
84775,2,UPS
85143,2,UPS
85203,2,UPS
85287,2,UPS
85296,2,UPS
85613,2,UPS
85627,2,UPS
85723,2,UPS
85726,2,UPS
79904,2,UPS
79958,2,UPS
83215,2,UPS
84011,2,UPS
84040,2,UPS
84054,2,UPS
84068,2,UPS
84328,2,UPS
93635,2,UPS
94024,2,UPS
94234,2,UPS
94273,2,UPS
94305,2,UPS
94306,2,UPS
94403,2,UPS
94559,2,UPS
94661,2,UPS
95073,2,UPS
95306,2,UPS
95376,2,UPS
95427,2,UPS
95560,2,UPS
95650,2,UPS
95722,2,UPS
95837,2,UPS
95951,2,UPS
95992,2,UPS
96051,2,UPS
96152,2,UPS
83433,2,UPS
88556,2,UPS
88584,2,UPS
88589,2,UPS
89012,2,UPS
89046,2,UPS
89105,2,UPS
89121,2,UPS
89124,2,UPS
89429,2,UPS
89705,2,UPS
93649,2,UPS
93778,2,UPS
93779,2,UPS
93944,2,UPS
94039,2,UPS
94141,2,UPS
94518,2,UPS
94530,2,UPS
95046,2,UPS
95109,2,UPS
95219,2,UPS
95468,2,UPS
95538,2,UPS
95550,2,UPS
95627,2,UPS
95653,2,UPS
95681,2,UPS
95824,2,UPS
95917,2,UPS
95946,2,UPS
96003,2,UPS
96090,2,UPS
96121,2,UPS
84010,2,UPS
84046,2,UPS
84083,2,UPS
84093,2,UPS
84096,2,UPS
84102,2,UPS
84145,2,UPS
84190,2,UPS
84302,2,UPS
84311,2,UPS
84314,2,UPS
84520,2,UPS
84531,2,UPS
84763,2,UPS
85326,2,UPS
85346,2,UPS
85376,2,UPS
85554,2,UPS
85623,2,UPS
85706,2,UPS
85925,2,UPS
86020,2,UPS
86030,2,UPS
84106,2,UPS
84125,2,UPS
84171,2,UPS
84321,2,UPS
84523,2,UPS
84664,2,UPS
84716,2,UPS
84726,2,UPS
84782,2,UPS
85253,2,UPS
85324,2,UPS
85375,2,UPS
85381,2,UPS
85539,2,UPS
85752,2,UPS
86032,2,UPS
86303,2,UPS
79942,2,UPS
79948,2,UPS
79968,2,UPS
88535,2,UPS
89029,2,UPS
89119,2,UPS
89130,2,UPS
89156,2,UPS
89316,2,UPS
89496,2,UPS
89704,2,UPS
83203,2,UPS
83286,2,UPS
93630,2,UPS
93776,2,UPS
93792,2,UPS
93930,2,UPS
94236,2,UPS
94240,2,UPS
94521,2,UPS
94574,2,UPS
95140,2,UPS
95164,2,UPS
95364,2,UPS
95415,2,UPS
95558,2,UPS
95564,2,UPS
95589,2,UPS
95616,2,UPS
95652,2,UPS
95667,2,UPS
95818,2,UPS
95926,2,UPS
96059,2,UPS
96080,2,UPS
88512,2,UPS
88527,2,UPS
88547,2,UPS
88590,2,UPS
89023,2,UPS
89034,2,UPS
89049,2,UPS
89150,2,UPS
89151,2,UPS
89599,2,UPS
84021,2,UPS
84024,2,UPS
84059,2,UPS
84074,2,UPS
85021,2,UPS
85070,2,UPS
85193,2,UPS
85214,2,UPS
85266,2,UPS
85311,2,UPS
85341,2,UPS
85541,2,UPS
85607,2,UPS
85636,2,UPS
85731,2,UPS
85902,2,UPS
86021,2,UPS
86044,2,UPS
86512,2,UPS
79901,2,UPS
79914,2,UPS
79949,2,UPS
83355,2,UPS
83451,2,UPS
92328,2,UPS
93794,2,UPS
93901,2,UPS
94074,2,UPS
94108,2,UPS
94235,2,UPS
94245,2,UPS
94250,2,UPS
94271,2,UPS
94950,2,UPS
95014,2,UPS
95030,2,UPS
95208,2,UPS
95352,2,UPS
95373,2,UPS
95378,2,UPS
95456,2,UPS
95472,2,UPS
95852,2,UPS
95867,2,UPS
95938,2,UPS
96013,2,UPS
96014,2,UPS
96130,2,UPS
96161,2,UPS
79953,2,UPS
83209,2,UPS
83285,2,UPS
83335,2,UPS
83429,2,UPS
83434,2,UPS
84044,2,UPS
84050,2,UPS
84053,2,UPS
84312,2,UPS
84313,2,UPS
84325,2,UPS
84326,2,UPS
84663,2,UPS
84715,2,UPS
84739,2,UPS
85065,2,UPS
85216,2,UPS
85639,2,UPS
85718,2,UPS
94011,2,UPS
94121,2,UPS
94510,2,UPS
94525,2,UPS
94538,2,UPS
94549,2,UPS
94562,2,UPS
94621,2,UPS
94703,2,UPS
94966,2,UPS
95033,2,UPS
95153,2,UPS
95156,2,UPS
95347,2,UPS
95435,2,UPS
95464,2,UPS
95490,2,UPS
95547,2,UPS
95642,2,UPS
95673,2,UPS
95675,2,UPS
95829,2,UPS
96056,2,UPS
88575,2,UPS
88595,2,UPS
89163,2,UPS
89180,2,UPS
89406,2,UPS
89507,2,UPS
89513,2,UPS
89821,2,UPS
88542,2,UPS
88562,2,UPS
89199,2,UPS
89826,2,UPS
84009,2,UPS
84026,2,UPS
84070,2,UPS
84322,2,UPS
84529,2,UPS
84720,2,UPS
84744,2,UPS
84762,2,UPS
85374,2,UPS
85609,2,UPS
85714,2,UPS
86427,2,UPS
86535,2,UPS
86538,2,UPS
79847,2,UPS
79997,2,UPS
83237,2,UPS
93627,2,UPS
93653,2,UPS
93664,2,UPS
93665,2,UPS
93701,2,UPS
93705,2,UPS
93737,2,UPS
93791,2,UPS
94130,2,UPS
94527,2,UPS
94595,2,UPS
94599,2,UPS
94928,2,UPS
94947,2,UPS
94949,2,UPS
94957,2,UPS
95161,2,UPS
95206,2,UPS
95433,2,UPS
95497,2,UPS
95503,2,UPS
95608,2,UPS
95736,2,UPS
95912,2,UPS
95920,2,UPS
96105,2,UPS
96120,2,UPS
89103,2,UPS
89127,2,UPS
89142,2,UPS
89152,2,UPS
89155,2,UPS
89164,2,UPS
89317,2,UPS
89423,2,UPS
89447,2,UPS
89802,2,UPS
93633,2,UPS
93760,2,UPS
94020,2,UPS
94140,2,UPS
94208,2,UPS
94614,2,UPS
94617,2,UPS
94922,2,UPS
95043,2,UPS
95064,2,UPS
95154,2,UPS
95269,2,UPS
95337,2,UPS
95338,2,UPS
95502,2,UPS
95542,2,UPS
95573,2,UPS
95621,2,UPS
95634,2,UPS
95674,2,UPS
95830,2,UPS
95865,2,UPS
95947,2,UPS
96088,2,UPS
96113,2,UPS
96157,2,UPS
96162,2,UPS
84090,2,UPS
84412,2,UPS
84635,2,UPS
84648,2,UPS
84725,2,UPS
84734,2,UPS
85017,2,UPS
85051,2,UPS
85246,2,UPS
85262,2,UPS
85331,2,UPS
85344,2,UPS
85643,2,UPS
85711,2,UPS
86003,2,UPS
86018,2,UPS
86327,2,UPS
86333,2,UPS
86511,2,UPS
83406,2,UPS
83415,2,UPS
79920,2,UPS
84032,2,UPS
84065,2,UPS
84112,2,UPS
84131,2,UPS
84640,2,UPS
84665,2,UPS
85031,2,UPS
85141,2,UPS
85328,2,UPS
85355,2,UPS
85392,2,UPS
85630,2,UPS
85775,2,UPS
86047,2,UPS
86053,2,UPS
86312,2,UPS
86339,2,UPS
86426,2,UPS
86430,2,UPS
86443,2,UPS
83353,2,UPS
83444,2,UPS
88583,2,UPS
88586,2,UPS
89024,2,UPS
89044,2,UPS
89060,2,UPS
89106,2,UPS
89118,2,UPS
89408,2,UPS
89422,2,UPS
93714,2,UPS
93764,2,UPS
93765,2,UPS
94062,2,UPS
94070,2,UPS
94127,2,UPS
94132,2,UPS
94304,2,UPS
94509,2,UPS
94541,2,UPS
94590,2,UPS
94601,2,UPS
94623,2,UPS
95133,2,UPS
95135,2,UPS
95214,2,UPS
95240,2,UPS
95321,2,UPS
95322,2,UPS
95549,2,UPS
95662,2,UPS
95664,2,UPS
95692,2,UPS
95925,2,UPS
95969,2,UPS
96011,2,UPS
96067,2,UPS
96099,2,UPS
83323,2,UPS
83450,2,UPS
84058,2,UPS
84066,2,UPS
84115,2,UPS
84117,2,UPS
84244,2,UPS
84522,2,UPS
84743,2,UPS
84749,2,UPS
85033,2,UPS
85135,2,UPS
85145,2,UPS
85625,2,UPS
85641,2,UPS
85736,2,UPS
85738,2,UPS
85929,2,UPS
79932,2,UPS
88567,2,UPS
89040,2,UPS
89135,2,UPS
89169,2,UPS
89504,2,UPS
93660,2,UPS
93725,2,UPS
93741,2,UPS
94010,2,UPS
94088,2,UPS
94128,2,UPS
94203,2,UPS
94280,2,UPS
94299,2,UPS
94546,2,UPS
94556,2,UPS
94557,2,UPS
94587,2,UPS
94940,2,UPS
94941,2,UPS
95006,2,UPS
95021,2,UPS
95038,2,UPS
95158,2,UPS
95215,2,UPS
95309,2,UPS
95310,2,UPS
95317,2,UPS
95345,2,UPS
95410,2,UPS
95476,2,UPS
95602,2,UPS
95628,2,UPS
95635,2,UPS
95948,2,UPS
96109,2,UPS
